Year,Name,College,POS,Height (in),Weight (lbs),BMI,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
1989,Jeffrey Hunter,Albany State (GA),DE,76.1,286.0,34.71778781981659,,22.0,,,,
1989,John Hunter,Brigham Young,OT,79.6,294.0,32.619441428246766,,15.0,,,,
1989,Maurice Hurst,Southern (LA),CB,69.8,180.0,25.972693163438723,4.58,12.0,29.0,107.0,4.41,
1989,Mike Husar,Michigan,OG,74.5,302.0,38.251610287824874,5.55,,20.5,83.0,4.7,
1989,Daryl Illikainen,North Dakota State,OG,75.8,280.0,34.259020753127594,5.42,23.0,26.5,100.0,4.77,
1989,Chris Ingram,Syracuse,CB,70.3,175.0,24.893314366998585,4.67,11.0,36.0,116.0,4.16,
1989,Darryl Ingram,California,TE,74.8,228.0,28.647516371643455,4.79,16.0,30.0,114.0,4.49,
1989,Alfred Jackson,San Diego State,CB,72.0,177.0,24.00289351851852,4.61,,33.5,117.0,4.45,
1989,Greg Jackson,Louisiana State,FS,72.4,198.0,26.55482128140166,4.72,14.0,32.0,114.0,4.2,
1989,Johnny Jackson,Houston,FS,73.0,204.0,26.91161568774629,4.69,16.0,27.5,108.0,4.66,
1989,Tim Jackson,Nebraska,FS,71.3,193.0,26.689078208938785,4.75,9.0,32.0,115.0,4.31,
1989,Tim James,East Carolina (NC),FB,71.0,224.0,31.23824637968657,4.82,15.0,29.0,110.0,4.49,
1989,Bob Jean,New Hampshire,QB,74.0,210.0,26.95945945945946,4.88,,32.5,117.0,4.6,
1989,A.J. Jenkins,Cal-State Fullerton,OLB,73.6,227.0,29.45951234640832,4.77,15.0,34.5,121.0,4.48,
1989,Aaron Jenkins,Washington,FB,71.9,224.0,30.461098612854737,4.8,23.0,35.0,113.0,4.52,
1989,Keith Jennings,Clemson,TE,75.8,253.0,30.955472323361718,,9.0,,,,
1989,D.J. Johnson,Kentucky,CB,71.9,179.0,24.341681480808028,4.61,10.0,36.0,116.0,4.21,
1989,Eddie Johnson,Penn State,CB,69.5,169.0,24.596449459137727,4.67,13.0,33.5,117.0,4.44,
1989,Eddie Johnson,Utah,WR,68.5,172.0,25.769300442218555,4.67,14.0,33.5,119.0,4.36,
1989,Tracy Johnson,Clemson,RB,71.9,231.0,31.413007944506447,4.88,19.0,,,,
1989,Undra Johnson,West Virginia,RB,69.3,198.0,28.983714698000416,4.6,15.0,30.0,106.0,4.34,
1989,Daryl Johnston,Syracuse,FB,73.8,232.0,29.94543224565037,,17.0,28.5,113.0,4.17,
1989,Vernon Joines,Maryland,WR,73.1,190.0,24.996210427033414,4.51,,38.5,120.0,4.07,
1989,Eric Jones,Vanderbilt,QB,72.9,196.0,25.92724309942213,4.79,,35.0,116.0,4.03,
1989,Keith Jones,Illinois,RB,73.0,208.0,27.439294426721712,4.58,16.0,37.5,124.0,,
1989,Terrence Jones,Tulane (LA),QB,73.3,209.0,27.345990705188456,4.64,,34.0,110.0,4.34,
1989,Tim Jorden,Indiana,TE,75.0,239.0,29.869688888888888,4.98,16.0,31.5,110.0,4.45,
1989,Kermit Kendrick,Alabama,CB,72.8,202.0,26.794393793020173,4.69,10.0,32.5,115.0,4.32,
1989,Thomas King,Southwestern Louisiana,FS,73.3,196.0,25.64504391491358,,13.0,,,,
1989,Matt Klassa,Eastern Michigan,OG,76.6,273.0,32.7084852988295,5.5,13.0,23.0,104.0,4.84,
1989,John Kolesar,Michigan,WR,70.8,185.0,25.945410003511125,,,,,,
1989,Drew Komlo,Catholic University (DC),QB,75.3,215.0,26.656543370563785,5.19,,26.5,97.0,4.64,
1989,Scott Kozak,Oregon,OLB,74.4,217.0,27.55936379928315,4.71,17.0,34.5,122.0,4.21,
1989,Kyle Kramer,Bowling Green (OH),FS,74.0,175.0,22.466216216216218,4.61,8.0,39.0,124.0,3.95,
1989,Bob Kratch,Iowa,OG,75.5,287.0,35.39511424937503,5.4,17.0,26.5,93.0,4.63,
1989,Jeff Lageman,Virginia,DE,77.5,247.0,28.91005202913632,4.86,15.0,32.0,116.0,4.34,
1989,Carnell Lake,UCLA,FS,72.8,205.0,27.192330334500667,4.36,15.0,35.5,117.0,4.29,
1989,Kurt Larson,Michigan State,OLB,75.6,230.0,28.290431398897013,4.89,20.0,31.5,107.0,,
1989,Bob Latham,Oklahoma,C,75.6,270.0,33.21050642479214,5.41,12.0,24.5,101.0,4.86,
1989,Kevin Lewis,Northwestern State (LA),CB,68.8,174.0,25.84209369929692,4.7,17.0,29.5,109.0,4.32,
1989,Jeff Lindsley,Boise State,TE,75.0,216.0,26.995199999999997,4.8,9.0,32.5,110.0,4.08,
1989,Eric Lindstrom,Boston College,ILB,75.0,225.0,28.12,4.75,21.0,27.0,106.0,4.59,
1989,Derrick Little,South Carolina,OLB,75.9,246.0,30.019736807844726,5.08,,,,,
1989,Steve Llewellyn,Texas,DT,78.0,257.0,29.696088099934254,,,,,,
1989,Doug Lloyd,North Dakota State,RB,72.6,214.0,28.54275284778666,4.64,14.0,31.5,115.0,4.06,
1989,Tony Logan,Nevada Las Vegas,WR,68.6,181.0,27.038691361592537,4.73,,28.5,108.0,4.25,
1989,Robert Lyons,Akron,FS,74.1,200.0,25.606422367555975,4.77,11.0,32.0,108.0,4.43,
1989,Art Malone,Washington,CB,69.5,174.0,25.324155064437658,4.75,14.0,31.0,113.0,4.42,
1989,Tony Martin,Colorado Mesa,WR,72.1,174.0,23.53065648919574,4.44,,39.0,129.0,4.22,
1989,Wayne Martin,Arkansas,DE,77.0,278.0,32.96238826108956,5.07,14.0,30.5,103.0,4.56,
1989,Robert Massey,North Carolina Central,CB,70.4,185.0,26.24108180526859,4.49,11.0,34.0,115.0,4.44,
1989,Michael Mayes,Louisiana State,CB,70.8,180.0,25.244182706118938,,9.0,,,,
1989,Mike Mccray,Ohio State,OLB,74.1,237.0,30.343610505553826,,14.0,,,,
1989,Rich Mccullough,Clemson,DT,77.1,267.0,31.57605212291885,5.1,22.0,28.5,106.0,4.7,
1989,Quintus Mcdonald,Penn State,DE,75.3,248.0,30.748012818138694,4.91,,33.5,,,
1989,Bubba Mcdowell,Miami (FL),CB,72.6,194.0,25.87520585266641,4.63,13.0,37.5,121.0,4.05,
1989,Mike Mcgee,Bowling Green (OH),RB,72.3,228.0,30.66292476598773,4.75,18.0,32.0,114.0,4.24,
1989,Todd Mcnair,Temple,RB,72.6,185.0,24.674809704862298,4.7,,38.0,124.0,4.15,
1989,Travis Mcneal,Tennessee-Chattanooga,TE,75.3,238.0,29.508173591600844,4.75,14.0,37.0,119.0,4.57,
1989,Dave Meggett,Towson (MD),RB,67.3,174.0,27.006881873317894,4.64,20.0,34.5,122.0,4.26,
1989,Mark Messner,Michigan,ILB,74.8,256.0,32.16563241728388,5.24,11.0,23.0,94.0,4.63,
1989,Eric Metcalf,Texas,WR,69.0,180.0,26.578449905482042,4.46,,33.0,118.0,,
1989,Maury Metcalf,Washington State,OLB,74.5,245.0,31.031935498400973,4.96,17.0,,,,
1989,Bill Michel,East Carolina (NC),OG,76.1,272.0,33.01831568877662,4.75,26.0,,,,
1989,Jeff Mickel,Eastern Washington,OT,77.4,288.0,33.796045910702475,5.11,22.0,31.0,109.0,5.05,
1989,Brock Miller,North Carolina State,OG,78.6,299.0,34.023690668116984,,,,,,
1989,John Miller,Michigan State,CB,73.0,187.0,24.668981047100768,4.75,4.0,29.5,102.0,4.24,
1989,Todd Millikan,Nebraska,TE,74.5,238.0,30.14530876987523,4.84,11.0,30.5,100.0,4.44,
1989,Frank Miotke,Grand Valley State (MI),WR,71.0,174.0,24.26542352707796,4.61,,32.0,117.0,3.99,
1989,Eric Mitchel,Oklahoma,RB,71.4,205.0,28.269150797573925,4.44,12.0,34.0,116.0,4.2,
1989,Boo Mitchell,Vanderbilt,WR,70.3,181.0,25.746799431009965,4.74,,32.5,111.0,4.27,
1989,Lb Moon,Texas A&M,OT,76.9,267.0,31.74051044962383,5.03,14.0,28.0,104.0,4.72,
1989,Joe Mott,Iowa,DE,76.0,243.0,29.575657894736842,4.9,,29.0,112.0,4.13,
1989,Brent Napierkowski,Portland State (OR),DE,78.0,272.0,31.429322813938196,5.23,26.0,27.5,104.0,4.72,
1989,Mike Nettles,Memphis,CB,70.4,190.0,26.95030023243801,4.71,16.0,31.5,112.0,4.32,
1989,Falanda Newton,Texas Christian,FS,73.8,200.0,25.815027797974455,4.78,,32.5,116.0,4.59,
1989,Calvin Nicholson,Oregon State,CB,69.5,181.0,26.342942911857563,4.52,11.0,31.0,109.0,4.53,
1989,Ralph Norwood,Louisiana State,OT,78.5,276.0,31.486551178546797,5.05,16.0,29.5,104.0,4.72,
1989,Mark Nua,Hawaii,OT,78.1,374.0,43.10472308885323,5.85,23.0,,,,
1989,Louis Oliver,Florida,SS,74.1,224.0,28.67919305166269,4.44,,38.5,116.0,4.09,
1989,Robert Oneal,Washington State,OLB,76.0,222.0,27.019736842105264,4.92,,31.5,112.0,4.41,
1989,Bill Osborn,Pittsburgh,WR,70.8,184.0,25.805164544032685,,,,,,
1989,Kerry Owens,Arkansas,OLB,74.0,245.0,31.452702702702705,4.88,17.0,32.5,105.0,4.44,
1989,Chris Parker,West Virginia,DT,76.9,285.0,33.880320142856895,5.42,17.0,23.5,93.0,4.78,
1989,Greg Paterra,Slippery Rock (PA),RB,70.6,210.0,29.61864712821707,4.56,21.0,34.0,117.0,4.48,
1989,Markus Paul,Syracuse,FS,74.1,199.0,25.478390255718192,4.68,9.0,38.0,117.0,4.3,
1989,Danny Peebles,North Carolina State,WR,71.6,169.0,23.174799475671797,4.43,,35.5,128.0,4.23,
1989,Rodney Peete,Southern California,QB,72.5,195.0,26.080380499405468,4.72,,29.0,103.0,4.53,
1989,Lawrence Pete,Nebraska,DT,72.9,280.0,37.03891871346019,5.19,25.0,26.0,98.0,4.71,
1989,Todd Philcox,Syracuse,QB,76.0,213.0,25.924342105263158,5.12,,27.5,100.0,4.43,
1989,Darrell Phillips,Louisiana State,DT,72.5,253.0,33.837621878715815,5.18,17.0,,,,
1989,Kim Phillips,North Texas,CB,69.9,185.0,26.617833365056555,4.54,6.0,38.0,125.0,4.13,
1989,Warren Powers,Maryland,DT,78.6,274.0,31.1789004784751,5.02,,30.5,103.0,4.82,
1989,Mark Prins,Grand Valley State (MI),OT,76.0,281.0,34.20065789473684,5.48,13.0,22.5,91.0,4.88,
1989,Wes Pritchett,Notre Dame,OLB,76.8,238.0,28.366767035590275,5.06,23.0,29.5,99.0,4.58,
1989,Ernest Purnsley,Wake Forest,FS,70.5,186.0,26.30813339369247,4.65,11.0,34.0,116.0,4.5,
1989,Jeff Query,Millikin (IL),WR,71.3,164.0,22.67880220863192,4.43,,37.5,123.0,3.91,
1989,Paul Reilly,Nebraska-Kearney,TE,75.6,234.0,28.782438901486525,4.9,17.0,30.0,105.0,4.39,
1989,Rodney Rice,Brigham Young,CB,67.4,180.0,27.855312629326658,4.65,,35.0,113.0,4.38,
1989,Tom Ricketts,Pittsburgh,OT,77.0,303.0,35.92663180974869,,20.0,,,,
1989,Andre Rison,Michigan State,WR,70.0,187.0,26.828775510204082,4.47,,35.0,114.0,3.96,
1989,Kevin Robbins,Michigan State,OT,76.8,281.0,33.491855197482636,5.27,,27.0,95.0,4.93,
1989,Robert Robinson,South Carolina,CB,70.5,181.0,25.60092550676525,4.63,12.0,36.0,119.0,4.59,
1989,Tracy Rocker,Auburn,DT,74.8,285.0,35.80939546455432,5.29,16.0,,,,
1989,Tracy Rogers,Frenso State (CA),ILB,73.4,230.0,30.01173072782484,4.82,18.0,32.0,110.0,4.41,
1989,Benji Roland,Auburn,DT,75.0,272.0,33.99395555555555,5.24,,25.0,101.0,4.67,
1989,John Roper,Texas A&M,OLB,73.6,228.0,29.589289933837435,4.87,15.0,37.0,,,
1989,Everett Ross,Ohio State,WR,70.0,178.0,25.537551020408163,4.58,,36.0,113.0,4.19,
1989,Greg Ross,Memphis,DT,74.8,266.0,33.42210243358403,5.08,18.0,31.0,103.0,4.58,
1989,Rickey Royal,Sam Houston State (TX),CB,69.3,183.0,26.787978736030684,4.54,17.0,34.0,112.0,4.44,
1989,Troy Sadowski,Georgia,TE,76.8,242.0,28.843519422743057,4.85,16.0,32.5,117.0,4.24,
1989,Ron Sancho,Louisiana State,OLB,74.0,230.0,29.527027027027028,4.95,18.0,31.0,108.0,4.62,
1989,Deion Sanders,Florida State,CB,71.8,182.0,24.81863114035428,4.29,,,,,
1989,Mark Seals,Boston College,CB,72.8,201.0,26.661748279193336,4.65,10.0,33.0,118.0,4.36,
1989,Richard Shelton,Liberty (VA),CB,70.0,180.0,25.82448979591837,4.52,13.0,39.0,125.0,4.39,
1989,Heath Sherman,Texas A&M-Kingsville,FB,70.4,201.0,28.510580772210737,4.57,12.0,,,,
1989,Kevin Simons,Tennessee,OT,75.9,311.0,37.95178108634029,,,,,,
1989,Andy Sinclair,Stanford,C,74.5,277.0,35.0850862573758,5.26,28.0,27.0,101.0,4.63,
1989,Brian Slater,Washington,WR,75.9,195.0,23.796132835486674,4.56,,31.5,108.0,4.05,
1989,Jessie Small,Eastern Kentucky,OLB,76.1,236.0,28.64824449467383,4.74,15.0,31.0,114.0,4.57,
1989,Brian Smith,Auburn,DE,77.8,248.0,28.803669021484133,4.83,,31.5,,4.5,
1989,Eric Smith,UCLA,OLB,75.4,240.0,29.677265019805947,,16.0,,,,
1989,Julius Smith,Stephen F. Austin (TX),OLB,73.3,248.0,32.4488310760131,4.94,16.0,28.0,108.0,4.68,
1989,Kendall Smith,Utah State,WR,69.6,179.0,25.97705278108073,4.59,,33.0,110.0,4.39,
1989,Brent Snyder,Utah State,QB,75.3,225.0,27.89638259710164,5.09,,25.5,104.0,4.45,
1989,Anthony Spears,Portland State (OR),DE,76.4,275.0,33.12083687398919,5.23,12.0,27.0,97.0,4.84,
1989,Anthony Stafford,Oklahoma,WR,67.9,183.0,27.90402588923761,4.47,12.0,36.0,120.0,4.16,
1989,Ron Stallworth,Auburn,DE,76.8,257.0,30.631340874565975,4.93,19.0,28.5,104.0,4.76,
1989,Frank Stams,Notre Dame,OLB,74.5,222.0,28.11873339038782,4.83,19.0,32.5,110.0,4.28,
1989,Damon Stell,Oklahoma,RB,70.5,199.0,28.146873899703234,4.74,10.0,33.0,114.0,4.35,
1989,Richard Stephens,Tulsa (OK),OG,78.6,309.0,35.16160674397374,5.19,23.0,23.5,95.0,4.71,
1989,Mark Stepnoski,Pittsburgh,OG,74.4,270.0,34.29045265348595,5.01,29.0,29.0,101.0,4.53,
1989,Alex Stewart,Cal-State Fullerton,DE,75.5,263.0,32.43524406824262,4.74,27.0,37.5,123.0,4.63,
1989,Andrew Stewart,Cincinnati,DE,75.9,256.0,31.24005131222866,4.82,30.0,40.0,120.0,4.51,
1989,Mark Stock,Virginia Military Inst (VA),WR,71.1,173.0,24.05814990870805,4.55,,33.0,114.0,4.24,
1989,George Streeter,Notre Dame,CB,73.4,217.0,28.315415512773868,4.77,18.0,36.0,110.0,4.24,
1989,John Stroia,West Virginia,OG,76.1,264.0,32.047188756753776,5.3,23.0,32.5,107.0,4.45,
1989,Chad Sydnor,Maryland,FS,69.6,176.0,25.541683181397815,4.7,12.0,33.0,110.0,4.23,
1989,Richard Tardits,Georgia,OLB,73.6,216.0,28.031958884688095,4.79,13.0,32.5,114.0,4.49,
1989,Craig Taylor,West Virginia,FB,71.5,223.0,30.66536260941855,4.82,14.0,28.5,108.0,4.09,
1989,Jay Taylor,San Jose State,CB,69.8,174.0,25.106936724657434,4.54,,33.0,116.0,4.63,
1989,Broderick Thomas,Nebraska,OLB,74.3,253.0,32.217973404534746,4.61,,,,,
1989,Derrick Thomas,Alabama,OLB,74.5,234.0,29.63866492500338,4.58,,,,,
1989,Rob Thomas,Oregon State,WR,70.8,171.0,23.981973570812986,4.51,,34.5,119.0,4.06,
1989,Jim Thompson,Auburn,OT,78.1,266.0,30.657369897419677,5.09,,30.5,110.0,4.68,
1989,Lawyer Tillman,Auburn,WR,76.0,227.0,27.62828947368421,,,,,,
1989,Lewis Tillman,Jackson State (MS),RB,71.0,193.0,26.91509621106923,4.67,16.0,31.5,109.0,4.31,
1989,Joe Tofflemire,Arizona,C,73.9,269.0,34.627307867670346,,25.0,34.5,,,
1989,Tony Tolbert,Texas-El Paso,OLB,78.1,231.0,26.62350543723288,4.86,14.0,29.5,109.0,4.64,
1989,Billy Joe Tolliver,Texas Tech,QB,72.6,217.0,28.9428848970547,5.09,,28.5,96.0,4.42,
1989,Pat Tomberlin,Florida State,OG,75.3,310.0,38.435016022673366,5.69,20.0,23.0,94.0,4.92,
1989,Jamie Townsend,Eastern Washington,RB,70.3,179.0,25.462304409672836,4.7,12.0,30.5,104.0,4.49,
1989,Natu Tuatagaloa,California,DE,75.6,262.0,32.22649141961312,5.07,22.0,30.5,101.0,4.45,
1989,Floyd Turner,Northwestern State (LA),WR,71.9,193.0,26.24550014411145,4.65,,32.0,114.0,4.32,
1989,Marcus Turner,UCLA,FS,72.4,191.0,25.616014468422815,4.65,9.0,33.0,106.0,,
1989,Jeff Uhlenhake,Ohio State,C,75.5,276.0,34.03850708302267,,,,,,
1989,Steven Vandergrift,Missouri,DT,75.5,283.0,34.90180255251963,5.25,22.0,27.5,99.0,4.88,
1989,Willie Vaughn,Kansas,WR,70.9,197.0,27.550474356500445,4.52,,33.0,115.0,4.28,
1989,John Vitale,Michigan,C,72.9,273.0,36.11294574562368,,21.0,,,,
1989,Tom Waddle,Boston College,WR,71.9,173.0,23.525759196535134,4.81,,31.0,115.0,4.19,
1989,Jim Wahler,UCLA,DT,76.1,266.0,32.28997048975948,4.99,,31.0,109.0,4.78,
1989,Wayne Walker,Texas Tech,WR,68.5,156.0,23.372156215035428,,,,,,
1989,Wesley Walls,Mississippi,TE,76.5,240.0,28.829937203639624,4.77,,,110.0,,
1989,Alonzo Washington,Arizona,RB,70.5,212.0,29.985614405714,4.75,,29.5,104.0,4.3,
1989,Charles Washington,Cameron (OK),CB,72.4,195.0,26.152475504410727,4.72,,35.5,117.0,,
1989,Troy Washington,Pittsburgh,FS,70.5,185.0,26.166691816307026,4.65,16.0,31.5,109.0,4.56,
1989,Dana Wells,Arizona,DT,72.8,265.0,35.151061164110615,4.94,27.0,29.0,99.0,4.71,
1989,Kevin Wells,San Diego State,C,76.3,273.0,32.9662005362704,5.51,19.0,27.5,96.0,4.84,
1989,Greg Werner,DePauw (IN),TE,75.6,236.0,29.028442652781283,4.93,16.0,33.0,103.0,4.48,
1989,Rhondy Weston,Florida,DT,76.4,272.0,32.759518653545676,5.12,22.0,30.0,108.0,4.65,
1989,Freddie Weygand,Auburn,WR,71.9,187.0,25.429577859838556,4.69,,32.0,114.0,4.24,
1989,Warren Wheat,Brigham Young,OT,77.3,277.0,32.589380599100636,5.25,16.0,30.5,107.0,4.58,
1989,Todd Wheeler,Georgia,C,75.0,269.0,33.61902222222222,5.18,21.0,27.5,97.0,4.56,
1989,Brian White,Brigham Young,OT,76.8,275.0,32.77672661675347,,20.0,,,,
1989,Doug Widell,Boston College,OT,76.3,283.0,34.17375366946712,,25.0,,,,
1989,Brett Wiese,Washington,OG,75.8,271.0,33.157837943205635,5.42,17.0,26.0,96.0,5.09,
1989,Erik Wilhelm,Oregon State,QB,74.8,209.0,26.260223340673168,5.18,,26.0,101.0,4.21,
1989,Eric Wilkerson,Kent State (OH),WR,68.8,181.0,26.881718158464036,4.63,9.0,37.5,124.0,4.28,
1989,Brian Williams,Minnesota,OG,76.9,299.0,35.54461657092706,5.18,22.0,29.5,97.0,4.85,
1989,David Williams,Florida,OT,76.5,293.0,35.19654833611004,5.12,23.0,29.0,106.0,4.5,
1989,Jerrol Williams,Purdue,OLB,76.3,230.0,27.77372206352451,,,,,,
1989,Steve Williams,Boston College,CB,72.8,183.0,24.274129030310352,,9.0,,,,
1989,Curtis Wilson,Missouri,C,74.8,282.0,35.43245445966428,4.95,29.0,28.0,105.0,4.39,
1989,Steve Wisniewski,Penn State,OG,75.8,275.0,33.64725252539317,5.08,33.0,27.5,98.0,4.35,
1989,Joe Wolf,Boston College,OT,78.0,284.0,32.81591058514135,5.03,26.0,27.0,102.0,4.54,
1989,Mike Wolfe,Oklahoma State,OG,75.8,272.0,33.280191588752515,5.05,26.0,29.5,108.0,4.58,
1989,Rob Woods,Arizona,OT,77.8,275.0,31.939552342371517,5.33,23.0,28.5,109.0,4.7,
1989,Tony Woods,Oklahoma,DE,76.1,274.0,33.26109742178233,5.06,21.0,27.5,103.0,4.52,
1989,Shawn Woodson,James Madison (VA),OLB,74.3,226.0,28.77969165780574,4.76,17.0,31.0,118.0,4.4,
1989,Donnell Woolford,Clemson,CB,69.6,187.0,27.138038380235177,4.59,12.0,38.0,124.0,4.34,
1989,Vince Workman,Ohio State,RB,70.0,195.0,27.976530612244897,4.74,13.0,30.0,110.0,,
1989,Nas Worthen,North Carolina State,WR,68.1,177.0,26.83084606079425,4.62,,30.5,116.0,4.3,
1989,Mike Zandofsky,Washington,OG,74.9,302.0,37.84413931525968,5.3,26.0,26.0,96.0,4.85,
1989,Dave Zawatson,California,OT,76.6,274.0,32.828296600290415,5.4,23.0,27.5,101.0,4.86,
1989,Jim Zdelar,Youngstown State (OH),OT,76.0,290.0,35.296052631578945,5.33,21.0,30.0,98.0,4.91,
1990,Orlando Adams,Jacksonville State (AL),DT,72.6,303.0,40.41333697607177,5.19,20.0,23.0,88.0,5.06,
1990,Ray Agnew,North Carolina State,DT,75.0,281.0,35.11875555555556,,21.0,,,,
1990,Jeff Alm,Notre Dame,DE,77.1,260.0,30.748215550407867,4.97,19.0,28.0,111.0,4.45,
1990,Bill Anderson,Iowa,OG,75.0,267.0,33.36906666666666,5.24,26.0,28.0,105.0,4.22,
1990,Jesse Anderson,Mississippi State,TE,73.8,243.0,31.365258774538965,4.59,17.0,35.0,118.0,4.2,
1990,Robert Andrews,Eastern Kentucky,CB,71.1,189.0,26.283181114137697,4.66,10.0,33.5,115.0,4.21,
1990,Terry Anthony,Florida State,WR,72.0,199.0,26.986304012345677,4.85,,29.5,114.0,4.19,
1990,Charles Arbuckle,UCLA,TE,74.0,241.0,30.93918918918919,4.73,18.0,31.0,115.0,4.32,
1990,Johnny Bailey,Texas A&M-Kingsville,RB,67.6,176.0,27.07538251461784,4.6,,,108.0,,
1990,Fred Barnett,Arizona State,WR,72.5,203.0,27.15034482758621,4.44,,40.5,129.0,4.36,
1990,Harlon Barnett,Michigan State,SS,70.8,195.0,27.347864598295512,4.55,17.0,33.0,119.0,4.19,
1990,Oliver Barnett,Kentucky,DT,74.9,284.0,35.58852836269453,4.95,27.0,32.0,111.0,4.5,
1990,Steve Bates,James Madison (VA),OLB,75.9,249.0,30.385831159159906,5.05,13.0,29.5,108.0,4.52,
1990,Kirk Baumgartner,Wisconsin-Steven's Point,QB,74.8,203.0,25.50634133089308,5.2,,23.0,100.0,4.64,
1990,Frank Baur,Lafayette (PA),QB,75.1,220.0,27.42193719514682,4.97,,26.0,106.0,4.36,
1990,David Bavaro,Syracuse,OLB,72.1,231.0,31.238974994277104,5.03,14.0,31.5,107.0,4.11,
1990,Scott Beavers,Georgia Tech,OT,75.9,275.0,33.55864887055813,4.99,14.0,31.0,110.0,4.58,
1990,Ian Beckles,Indiana,OG,73.0,296.0,39.0482266841809,5.23,26.0,26.5,99.0,4.81,
1990,Blake Bednarz,Syracuse,C,74.6,314.0,39.664987170180204,5.61,32.0,25.0,96.0,4.79,
1990,Richard Bell,Nebraska,WR,72.0,196.0,26.579475308641975,4.66,,30.5,112.0,4.27,
1990,Mike Bellamy,Illinois,WR,72.6,196.0,26.141960552178436,4.52,,31.5,116.0,4.23,
1990,Tony Bennett,Mississippi,DE,73.5,232.0,30.190383636447773,4.74,,36.0,122.0,4.04,
1990,Latin Berry,Oregon,RB,69.6,196.0,28.44414717928393,4.45,20.0,40.0,131.0,4.02,
1990,Mike Bitterman,Maine,TE,77.6,253.0,29.53604926134552,,15.0,,,,
1990,Robert Blackmon,Baylor,SS,71.3,198.0,27.380505105543417,4.59,12.0,33.5,119.0,4.27,
1990,Randy Bohler,Eastern Kentucky,WR,70.0,190.0,27.259183673469387,4.7,,35.0,115.0,4.23,
1990,Ned Bolcar,Notre Dame,ILB,73.0,231.0,30.473447175830366,4.9,,28.0,104.0,4.58,
1990,Shawn Bouwens,Wayne State (NE),OT,76.4,279.0,33.60259450124722,5.08,20.0,30.0,105.0,4.51,
1990,Greg Boysaw,Illinois,SS,73.0,211.0,27.83505348095327,4.64,15.0,28.5,110.0,4.03,
1990,Robert Brady,Villanova,WR,71.9,193.0,26.24550014411145,,,,,,
1990,John Brandom,Arizona,OG,74.9,270.0,33.8341642884772,5.48,,27.0,97.0,4.77,
1990,Michael Brennan,Notre Dame,OT,76.9,267.0,31.74051044962383,5.27,12.0,24.5,99.0,4.44,
1990,Bern Brostek,Washington,C,74.6,300.0,37.896484557497004,5.34,25.0,28.5,99.0,4.87,
1990,Steve Broussard,Washington State,RB,66.3,201.0,32.14580646041919,4.45,15.0,31.0,110.0,4.29,
1990,Dean Brown,Notre Dame,OT,74.6,298.0,37.64384132711369,5.28,20.0,29.0,106.0,4.79,
1990,Dennis Brown,Washington,DT,75.5,308.0,37.98500065786588,5.02,22.0,24.5,99.0,4.75,
1990,Roger Brown,Virginia Tech,CB,70.8,192.0,26.927128219860197,4.6,11.0,30.5,112.0,4.21,
1990,Roy Brown,Virginia,C,76.3,267.0,32.24166865635237,,20.0,,,,
1990,David Browndyke,Louisiana State,K,73.1,183.0,24.075297411300607,,,,,,
1990,Dan Bucey,Syracuse,OLB,74.4,236.0,29.972395652676607,5.21,17.0,27.0,101.0,4.22,
1990,Mike Buck,Maine,QB,74.6,218.0,27.538112111781157,5.04,,25.0,103.0,4.33,
1990,Vince Buck,Central State (OH),CB,72.5,195.0,26.080380499405468,4.79,10.0,30.0,108.0,4.26,
1990,Rob Burnett,Syracuse,DT,75.5,271.0,33.42186746195342,4.99,20.0,30.0,108.0,4.53,
1990,Webbie Burnett,Western Kentucky,DT,74.3,277.0,35.274223846071635,5.14,23.0,27.5,105.0,4.81,
1990,Mike Busch,Iowa State,TE,76.1,249.0,30.226325759210944,5.22,11.0,28.5,103.0,4.4,
1990,Leroy Butler,Florida State,CB,71.0,193.0,26.91509621106923,4.56,9.0,32.0,114.0,4.29,
1990,Dean Caliguire,Pittsburgh,C,74.0,282.0,36.2027027027027,,23.0,,,,
1990,Chris Calloway,Michigan,WR,69.9,181.0,26.04231264364992,4.69,,32.5,114.0,,
1990,Mark Carr,New Hampshire,QB,76.9,225.0,26.747621165413342,5.07,,27.5,101.0,4.39,
1990,Dexter Carter,Florida State,RB,68.6,168.0,25.09668590468258,4.48,3.0,34.5,116.0,3.99,
1990,Larry Centers,Stephen F. Austin (TX),RB,70.8,203.0,28.46982827412302,,8.0,,106.0,,
1990,Pat Chaffey,Oregon State,FB,73.0,218.0,28.758491274160257,4.84,12.0,29.5,110.0,4.18,
1990,Marcus Cherry,Boston College,WR,69.6,183.0,26.55754558065795,4.72,,28.5,108.0,4.35,
1990,Bernard Clark,Miami (FL),OLB,73.4,250.0,32.62144644328787,4.99,16.0,29.5,102.0,4.5,
1990,Dave Clark,Dartmouth (NH),FB,72.4,206.0,27.627743353377486,4.69,26.0,32.5,118.0,4.4,
1990,Ken Clark,Nebraska,RB,69.1,203.0,29.887890827069562,4.66,10.0,34.0,111.0,4.27,
1990,Randy Cockrell,Virginia Tech,OLB,72.4,232.0,31.114740087298916,4.96,14.0,29.0,111.0,4.5,
1990,Andre Collins,Penn State,OLB,73.5,224.0,29.149335924846127,4.76,,34.5,116.0,4.33,
